time,S1_feed_flow_Lmin,S2_feed_cond_mScm,S3_temp_C,S4_inlet_press_bar,S7_water_flow_Lmin,S5_outlet_press_bar,S6_outlet_cond_mScm
2026-07-17 19:30:00,2.008986184993149,115.16394143611024,25.19725520360809,1.830029912564539,2.4920168835255088,1.6190803133003053,71.94594502289665
2026-07-17 19:31:00,1.9845059073960827,114.78429932058697,25.079142975264485,1.8667109292947626,2.5024570885002757,1.5999531180192519,71.57361170737398
2026-07-17 19:32:00,1.9121973575289974,115.52211643931906,24.98306578123788,1.8058397371848725,2.526327758207229,1.59957129595035,69.73443457825402
2026-07-17 19:33:00,2.0672890723018473,114.6124499095194,24.92704191923895,1.8528356099099885,2.5487339281485752,1.6179896538373264,70.79634966070074
2026-07-17 19:34:00,2.0555773673533073,115.48771117790295,25.052296632467687,1.8303333454390383,2.437481025388953,1.5848525853203483,70.84281186650627
2026-07-17 19:35:00,2.0444712477353586,113.7889868401098,25.230130724590342,1.8440374636006411,2.5179414385537644,1.6157690604482284,70.5573822722072
2026-07-17 19:36:00,1.9919184714219984,115.99676749779385,25.01339636676383,1.864616202757678,2.4744000619733013,1.6036617282632688,70.58422323780049
2026-07-17 19:37:00,1.9510609729770174,115.09579919784257,25.261377043416328,1.8189831139427985,2.499949035303985,1.6016450624524095,70.95092505756372
2026-07-17 19:38:00,2.0597005515482283,115.09452318494046,25.014410296826096,1.8286780296059377,2.482191342470221,1.5973841825700714,71.10483570163818
2026-07-17 19:39:00,1.9778197490593223,114.20475153818609,25.11475585481234,1.8117664092820431,2.555649859068693,1.6051178304925928,71.25781599828211
2026-07-17 19:40:00,1.9760223901761818,115.45987301116156,25.0894080931358,1.8552047478211724,2.5107294359869767,1.5862190467909598,71.4816197953926
2026-07-17 19:41:00,1.9936441095468294,115.4676100094585,25.045621164097078,1.841676169899722,2.5042702290182026,1.5814129676875928,70.22834033458268
2026-07-17 19:42:00,1.945275415039979,115.46285826274834,24.959389848063612,1.8491236843246488,2.4549798113372976,1.5628627048004453,70.25596615500511
2026-07-17 19:43:00,2.0453136322174563,114.20507221963746,25.030111728930493,1.8434349103632222,2.5161575477819067,1.5746915260015202,71.63991034346715
2026-07-17 19:44:00,2.0420012606876745,114.82097290711333,24.927395897801084,1.847807873663247,2.4756514507397953,1.6073181752873684,71.3497356417963
2026-07-17 19:45:00,2.0643239558016186,115.68906761258178,24.994786164394743,1.8667443029696036,2.457644112434268,1.572532624607938,69.40782538217152
2026-07-17 19:46:00,1.944285334332177,115.36889745794447,25.10000612136381,1.8627368431482494,2.523453691653183,1.6264900557975486,72.39163235029801
2026-07-17 19:47:00,1.8408272233014016,115.3086719799837,25.031118001506123,1.864679367979516,2.473809770665061,1.602039344788977,70.41633245244186
2026-07-17 19:48:00,2.048983766271378,114.99435329491152,24.96526165496101,1.8380277029893781,2.500443044030542,1.5859137919289283,71.48208702131883
2026-07-17 19:49:00,2.002168733749388,115.38229561554984,25.074758668937026,1.8479118752336179,2.5101578624027625,1.5696206391304521,70.60862620810789
